
Spring,2016,SWARNA MOHAN, Mellon College of Science,03124,MODERN BIOLOGY LAB,1,Lect,7,17,41%,6.71,4.43,4.86,4.86,4.57,4.71,5.00,4.43,4.57,4.14

Spring,2016,JONATHAN MINDEN, Mellon College of Science,03127,HW BLG EX WK PRJ CRS,A,Lect,1,9,11%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00

Spring,2016,MOHAMED BOUAOUINA, Mellon College of Science,03132,BAS SCI TO MOD MEDCN,W,Lect,16,19,84%,7.25,4.19,3.88,4.00,3.31,3.94,4.00,4.19,3.88,3.69

Spring,2016,DANIEL BRASIER, Mellon College of Science,03161,MOLECULES TO MIND,A,Lect,77,77,100%,6.62,4.83,4.68,4.53,4.56,4.52,4.60,4.82,4.62,4.45

Spring,2016,KEN HOVIS, Mellon College of Science,03202,UNDGRAD COLLOQUM SOP,W,Lect,5,7,71%,2.00,5.00,5.00,5.00,4.80,5.00,5.00,5.00,5.00,5.00

Spring,2016,CONRAD ZAPANTA, Mellon College of Science,03206,BIOMED ENG LAB,A,Lect,3,9,33%,10.00,4.33,4.33,4.00,4.00,4.00,4.00,4.67,4.33,3.67

Spring,2016,KEN HOVIS, Mellon College of Science,03230,INTRO MAMMALIAN PHYS,W,Lect,14,24,58%,9.57,4.57,4.57,4.57,4.07,4.64,4.43,4.79,4.43,4.29

Spring,2016,RULE, G.  (co-taught), Mellon College of Science,03232,BIOCHEMISTRY I,1,Lect,73,148,49%,8.88,4.73,4.68,4.61,4.47,4.60,4.76,4.78,4.67,4.31

Spring,2016,VISOMIRSKI-ROBIC, L.  (co-taught), Mellon College of Science,03232,BIOCHEMISTRY I,1,Lect,73,148,49%,8.46,3.56,3.34,3.19,3.00,3.09,2.54,4.09,2.63,3.25

Spring,2016,ADAM LINSTEDT, Mellon College of Science,03240,CELL BIOLOGY,A,Lect,19,30,63%,8.50,4.37,4.42,4.53,3.84,4.47,4.21,4.42,4.05,3.95

Spring,2016,MOHAMED BOUAOUINA, Mellon College of Science,03240,CELL BIOLOGY,W,Lect,11,14,79%,8.27,4.55,4.36,4.36,3.91,4.18,4.64,4.73,4.45,4.55

Spring,2016,SCHWARTZ, R.  (co-taught), Mellon College of Science,03250,INTR COMPTNL BIOLGY,1,Lect,12,29,41%,7.50,4.33,4.67,4.42,4.00,4.33,4.17,4.75,4.25,4.17

Spring,2016,Murphy, R.  (co-taught), Mellon College of Science,03250,INTR COMPTNL BIOLGY,1,Lect,12,29,41%,6.36,4.45,4.45,4.36,4.09,4.27,4.27,4.36,4.09,3.91

Spring,2016,DOONAN, C.  (co-taught), Mellon College of Science,03344,EXPERMNTL BIOCHEMTRY,1,Lect,20,36,56%,16.70,4.70,4.45,4.55,4.60,4.70,4.65,4.50,4.55,4.47

Spring,2016,DRILL, E.  (co-taught), Mellon College of Science,03344,EXPERMNTL BIOCHEMTRY,1,Lect,20,36,56%,16.55,4.70,4.70,4.75,4.75,4.75,4.80,4.75,4.65,4.55

Spring,2016,VINCENT, A.  (co-taught), Mellon College of Science,03344,EXPERMNTL BIOCHEMTRY,W,Lect,9,14,64%,16.67,5.00,4.89,5.00,4.78,4.89,5.00,4.78,4.89,4.67

Spring,2016,YOUNIS, I.  (co-taught), Mellon College of Science,03344,EXPERMNTL BIOCHEMTRY,W,Lect,9,14,64%,14.11,4.78,4.33,4.56,4.89,4.67,4.56,4.89,4.44,4.67

Spring,2016,EMILY DRILL, Mellon College of Science,03345,EXPER CEL DEV BIOLGY,A,Lect,6,7,86%,17.50,4.67,4.33,4.33,4.33,4.67,4.83,4.67,4.50,4.33

Spring,2016,CHARLES ETTENSOHN, Mellon College of Science,03350,DEVELOPMNTL BIOLOGY,A,Lect,7,12,58%,6.71,4.86,4.71,4.71,4.71,4.86,4.86,4.86,4.86,4.86

Spring,2016,ANNETTE VINCENT, Mellon College of Science,03355,STEM CELL ENGINEERNG,W,Lect,2,5,40%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00

Spring,2016,SHANNA BOWMAN, Mellon College of Science,03363,SYSTEMS NEUROSCIENCE,A,Lect,36,48,75%,7.42,4.94,4.86,4.81,4.86,4.86,4.83,4.89,4.78,4.72

Spring,2016,BRASIER, D.  (co-taught), Mellon College of Science,03365,NEURAL CORR. LRN MEM,A,Lect,18,18,100%,6.67,4.72,4.22,4.22,4.44,4.61,4.44,4.89,4.50,3.89

