
Spring,2016,SUSANA STEPPAN, Carnegie Institute of Technology,39803,CPS LAB III,A,Lect,1,3,33%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,

Spring,2016,THOMAS SULLIVAN, Carnegie Institute of Technology,18100,INTRO ELEC COMP ENG,1,Lect,72,116,62%,10.16,3.90,4.04,4.11,3.63,4.21,3.96,4.37,3.80,3.77,,,,,,,,,,,

Spring,2016,KAR, S.  (co-taught), Carnegie Institute of Technology,18202,MATH FNDTN ELEC ENGR,1,Lect,48,80,60%,6.43,3.42,3.66,3.53,3.34,3.31,3.35,4.10,3.23,3.50,,,,,,,,,,,

Spring,2016,LI, X.  (co-taught), Carnegie Institute of Technology,18202,MATH FNDTN ELEC ENGR,1,Lect,48,80,60%,6.50,4.15,4.35,4.25,3.98,4.09,4.17,4.44,4.10,3.88,,,,,,,,,,,

Spring,2016,GOLDSTEIN, S.  (co-taught), Carnegie Institute of Technology,18213,INTR CMPTR SYSTEMS,1,Lect,31,73,42%,12.73,4.30,4.37,4.43,4.00,4.66,4.48,4.34,4.31,4.24,,,,,,,,,,,

Spring,2016,FRANCHETTI, F.  (co-taught), Carnegie Institute of Technology,18213,INTR CMPTR SYSTEMS,1,Lect,31,73,42%,12.48,4.27,4.13,4.03,3.77,4.33,4.10,4.50,4.00,4.20,,,,,,,,,,,

Spring,2016,WELDON, J.  (co-taught), Carnegie Institute of Technology,18220,ELETRONC DEVC ANL CR,1,Lect,36,84,43%,8.83,4.22,4.19,4.36,3.81,4.11,4.08,4.42,3.97,3.81,,,,,,,,,,,

Spring,2016,KELLY, S.  (co-taught), Carnegie Institute of Technology,18220,ELETRONC DEVC ANL CR,1,Lect,36,84,43%,8.75,4.33,4.14,4.25,3.81,4.17,4.14,4.44,4.11,3.86,,,,,,,,,,,

Spring,2016,THOMAS, D.  (co-taught), Carnegie Institute of Technology,18240,STRC DES DIGTL SYSTM,1,Lect,83,83,100%,12.29,4.62,4.77,4.78,4.29,4.71,4.68,4.76,4.49,4.41,,,,,,,,,,,

Spring,2016,NACE, W.  (co-taught), Carnegie Institute of Technology,18240,STRC DES DIGTL SYSTM,1,Lect,83,83,100%,12.20,4.77,4.78,4.90,4.46,4.80,4.83,4.76,4.75,4.49,,,,,,,,,,,

Spring,2016,STERN, R.  (co-taught), Carnegie Institute of Technology,18290,SIGNALS & SYSTEMS,1,Lect,46,93,49%,15.42,4.20,3.85,3.67,3.78,4.11,3.61,4.35,3.67,3.35,,,,,,,,,,,

Spring,2016,SANKARANARAYANAN, A.  (co-taught), Carnegie Institute of Technology,18290,SIGNALS & SYSTEMS,1,Lect,46,93,49%,15.26,4.17,4.09,4.11,3.98,4.07,4.20,4.35,4.13,3.63,,,,,,,,,,,

Spring,2016,DAVID GREVE, Carnegie Institute of Technology,18310,FUND SEMICONDTOR DEV,1,Lect,6,12,50%,8.00,3.50,3.50,3.33,3.00,3.83,3.83,4.17,3.83,3.50,,,,,,,,,,,

Spring,2016,JEYANANDH PARAMESH, Carnegie Institute of Technology,18320,MICROELECTC CURCUITS,1,Lect,15,21,71%,12.07,4.47,4.13,4.27,3.87,4.73,4.33,4.13,4.20,4.07,,,,,,,,,,,

Spring,2016,RONALD BLANTON, Carnegie Institute of Technology,18340,DIGITAL COMPUTATION,TA,Lect,2,4,50%,12.50,4.00,4.50,4.00,2.50,3.50,3.50,4.00,3.50,2.50,,,,,,,,,,,

Spring,2016,HYONG KIM, Carnegie Institute of Technology,18345,INTR TELECOM NETWRKS,1,Lect,4,8,50%,9.50,4.25,3.00,3.25,2.75,4.75,4.25,4.25,4.00,3.25,,,,,,,,,,,

Spring,2016,PHILIP KOOPMAN, Carnegie Institute of Technology,18348,EMBEDDED SYSTEMS ENG,1,Lect,32,69,46%,12.75,4.78,4.88,4.88,4.50,4.88,4.94,4.78,4.81,4.75,,,,,,,,,,,

Spring,2016,JOVAN ILIC, Carnegie Institute of Technology,18372,FNDMTL ELECTR PWR SY,A,Lect,4,9,44%,6.50,4.75,3.75,3.75,3.75,4.25,4.00,5.00,4.00,3.75,,,,,,,,,,,

Spring,2016,JAMES BAIN, Carnegie Institute of Technology,18402,APPLIED ELECTRODYNMC,A,Lect,3,3,100%,10.00,5.00,4.33,4.33,4.33,5.00,4.67,4.67,4.67,4.67,,,,,,,,,,,

Spring,2016,ELIAS TOWE, Carnegie Institute of Technology,18411,COMP TECHNIQUES ENG,A,Lect,2,2,100%,11.00,4.00,3.50,3.50,2.50,3.50,3.50,4.00,3.50,3.00,,,,,,,,,,,

Spring,2016,JOVAN ILIC, Carnegie Institute of Technology,18418,ELEC ENERGY PROCESS,1,Lect,1,2,50%,21.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,,,,,,,,,,,

Spring,2016,JAMES HOE, Carnegie Institute of Technology,18447,INTRO COMPUTER ARCH,1,Lect,22,51,43%,15.64,4.64,4.41,4.41,4.09,4.68,4.32,4.64,4.27,4.41,,,,,,,,,,,

Spring,2016,JOSEPH HIBEY, Carnegie Institute of Technology,18474,EMBED CONTROL SYSTMS,A,Lect,3,7,43%,7.00,4.33,2.67,2.00,2.67,3.33,2.00,4.33,2.67,2.00,,,,,,,,,,,

Spring,2016,VIJAYAKUMAR BHAGAVATULA, Carnegie Institute of Technology,18491,FNDML SIGNL PRCSNG,1,Lect,28,37,76%,11.89,4.68,4.71,4.54,4.54,4.32,4.44,4.79,4.54,4.46,,,,,,,,,,,

Spring,2016,TAMAL MUKHERJEE, Carnegie Institute of Technology,18510,SENSOR SYSTEMS DESGN,1,Lect,5,9,56%,11.00,4.80,4.00,4.80,4.60,4.80,4.80,5.00,4.00,4.20,,,,,,,,,,,

Spring,2016,KENNETH MAI, Carnegie Institute of Technology,18525,INTEGR CIRC DES PROJ,A,Lect,3,9,33%,11.00,3.67,3.00,3.00,3.33,4.33,3.67,3.67,3.67,3.33,,,,,,,,,,,

Spring,2016,SIEWIOREK, D.  (co-taught), Carnegie Institute of Technology,18540,RAPID PROTOTYPING,1,Lect,2,9,22%,11.00,4.50,4.50,5.00,5.00,5.00,4.50,5.00,5.00,5.00,,,,,,,,,,,

Spring,2016,SMAILAGIC, A.  (co-taught), Carnegie Institute of Technology,18540,RAPID PROTOTYPING,1,Lect,2,9,22%,11.00,4.50,4.50,5.00,5.00,5.00,4.50,5.00,5.00,5.00,,,,,,,,,,,

Spring,2016,WILLIAM NACE, Carnegie Institute of Technology,18545,ADV DIGITAL DES PROJ,GZ,Lect,6,6,100%,14.67,4.00,4.50,4.50,3.50,4.33,3.67,5.00,4.50,4.00,,,,,,,,,,,

Spring,2016,ANTHONY ROWE, Carnegie Institute of Technology,18549,EMBEDDED SYSTMS DESN,A,Lect,25,88,28%,11.63,4.20,3.96,3.88,3.88,4.16,4.08,4.12,3.92,3.92,,,,,,,,,,,

Spring,2016,SAVVIDES, M.  (co-taught), Carnegie Institute of Technology,18551,DG CM & SIG PR SY DE,1,Lect,5,5,100%,12.50,3.80,4.00,4.00,4.00,4.60,4.60,4.40,4.00,4.00,,,,,,,,,,,

Spring,2016,SULLIVAN, T.  (co-taught), Carnegie Institute of Technology,18551,DG CM & SIG PR SY DE,1,Lect,5,5,100%,12.50,4.40,4.60,4.60,4.40,4.40,4.60,4.40,4.40,4.00,,,,,,,,,,,

Spring,2016,JOHN DOLAN, Carnegie Institute of Technology,18578,MECHATRONIC DESIGN,1,Lect,8,15,53%,17.63,4.00,4.13,4.13,4.13,4.50,4.50,4.50,4.13,3.63,,,,,,,,,,,

